,age_group,gender,user_replace_id,item_to_replace_id,skin_type_nums,skin_info_nums,category_id_nums,user_rating
113,4.0,1,18305,183,3,6,0,5.0
114,2.0,0,17247,183,1,6,0,3.0
115,3.0,0,10796,183,0,3,0,4.0
116,3.0,0,17556,183,1,4,0,5.0
117,4.0,0,15672,183,2,6,0,5.0
118,5.0,0,15162,183,4,4,0,4.0
119,5.0,0,14276,183,0,6,0,5.0
120,1.0,0,7470,183,1,6,0,4.0
121,4.0,0,4114,183,0,4,0,5.0
122,5.0,0,8874,183,2,6,0,4.0
123,4.0,0,9220,183,2,4,0,4.0
124,4.0,0,15653,183,2,6,0,4.0
125,3.0,0,5663,183,0,3,0,5.0
126,5.0,0,302,183,2,3,0,5.0
127,3.0,0,5749,183,2,4,0,5.0
128,4.0,0,4067,183,1,1,0,5.0
129,5.0,0,3074,183,0,6,0,5.0
130,5.0,0,8700,183,1,6,0,5.0
131,4.0,0,15672,183,2,4,0,5.0
132,5.0,0,5,183,4,6,0,2.0
133,5.0,0,15162,183,4,4,0,4.0
134,5.0,0,5502,183,2,0,0,5.0
135,5.0,0,8874,183,2,6,0,5.0
136,3.0,0,13032,183,1,4,0,5.0
137,4.0,1,4681,183,0,0,0,5.0
138,4.0,0,3,183,1,6,0,4.0
139,4.0,0,11595,183,3,4,0,5.0
140,3.0,0,4262,183,2,0,0,3.0
141,4.0,0,9334,183,2,6,0,5.0
142,5.0,0,8874,183,2,6,0,5.0
143,3.0,1,6,183,3,4,0,5.0
144,3.0,0,10796,183,0,3,0,5.0
145,5.0,0,15721,183,2,4,0,5.0
146,4.0,0,13205,183,5,6,0,4.0
147,4.0,0,13205,183,5,6,0,4.0
148,5.0,0,13860,183,0,1,0,3.0
149,3.0,0,13950,183,0,5,0,5.0
150,4.0,0,272,183,1,2,0,5.0
151,5.0,0,10875,183,2,5,0,4.0
152,4.0,1,14265,183,1,3,0,5.0
153,3.0,0,9085,183,4,6,0,5.0
154,4.0,0,15889,183,0,4,0,5.0
155,4.0,0,17137,183,1,6,0,5.0
156,4.0,0,621,183,2,4,0,3.0
157,4.0,0,16751,183,0,4,0,5.0
158,2.0,1,24,183,0,0,0,5.0
159,4.0,0,4137,183,2,2,0,5.0
160,4.0,1,14265,183,1,3,0,4.0
161,5.0,0,5868,183,0,6,0,5.0
162,4.0,0,13205,183,5,6,0,4.0
163,4.0,0,9220,183,2,4,0,5.0
164,4.0,0,7009,183,2,0,0,5.0
165,4.0,0,7009,183,2,0,0,5.0
166,3.0,0,13032,183,1,4,0,5.0
167,5.0,1,9,183,1,6,0,5.0
168,4.0,0,15410,183,1,6,0,5.0
169,4.0,1,14265,183,1,3,0,4.0
170,4.0,0,3,183,4,0,0,5.0
171,5.0,0,5868,183,0,6,0,5.0
172,5.0,0,13860,183,0,4,0,5.0
173,3.0,0,5550,183,0,4,0,5.0
174,2.0,0,15,183,1,6,0,3.0
175,5.0,0,16421,183,0,3,0,5.0
176,3.0,0,5550,183,0,4,0,5.0
177,5.0,0,2528,183,1,3,0,5.0
178,4.0,1,14265,183,1,3,0,5.0
179,5.0,0,13860,183,2,4,0,5.0
180,4.0,0,15889,183,0,4,0,5.0
181,4.0,0,15410,183,1,1,0,4.0
182,5.0,0,4201,183,0,1,0,4.0
183,3.0,0,1725,183,5,1,0,5.0
184,3.0,0,1725,183,5,1,0,5.0
185,3.0,0,1725,183,5,1,0,5.0
186,3.0,0,1725,183,5,1,0,5.0
187,5.0,0,5502,183,2,4,0,5.0
188,5.0,0,6035,183,1,4,0,5.0
189,5.0,0,5252,183,1,5,0,5.0
190,5.0,1,15,183,0,4,0,5.0
191,4.0,0,15,183,0,5,0,5.0
192,4.0,0,13205,183,5,6,0,4.0
193,4.0,0,4067,183,1,6,0,5.0
194,5.0,0,9,183,2,6,0,5.0
195,5.0,0,2861,183,2,2,0,5.0
196,5.0,0,8327,183,2,4,0,5.0
197,4.0,0,1483,183,5,6,0,5.0
198,4.0,0,15,183,0,5,0,5.0
199,5.0,0,302,183,2,4,0,5.0
200,5.0,0,8327,183,2,4,0,5.0
201,5.0,0,8327,183,2,4,0,5.0
202,5.0,0,8874,183,2,6,0,4.0
203,5.0,0,15469,183,0,0,0,5.0
204,4.0,0,2424,183,2,2,0,5.0
205,3.0,0,5346,183,1,1,0,5.0
206,3.0,0,5490,183,2,0,0,5.0
207,4.0,0,15218,183,1,6,0,5.0
208,3.0,0,5550,183,0,6,0,5.0
209,4.0,0,1691,183,1,2,0,4.0
210,3.0,0,15,183,4,2,0,5.0
211,3.0,0,373,183,1,1,0,5.0
212,3.0,0,4262,183,4,4,0,4.0
213,4.0,0,11165,183,2,4,0,5.0
214,3.0,0,18195,183,2,0,0,5.0
215,5.0,0,10875,183,2,5,0,5.0
216,5.0,0,10290,183,4,2,0,5.0
217,4.0,1,14265,183,1,3,0,4.0
218,5.0,0,4201,183,0,1,0,4.0
219,3.0,0,5550,183,0,0,0,5.0
220,4.0,0,5628,183,2,0,0,5.0
221,5.0,0,16492,183,1,6,0,4.0
222,4.0,0,13375,183,1,4,0,3.0
223,5.0,0,9145,183,5,4,0,5.0
224,2.0,0,9106,183,0,5,0,5.0
225,4.0,1,7954,183,1,3,0,5.0
226,4.0,1,14265,183,1,3,0,4.0
227,4.0,0,4137,183,2,4,0,4.0
228,4.0,0,298,183,0,3,0,4.0
229,5.0,0,14,183,1,6,0,2.0
230,5.0,0,140,183,1,1,0,4.0
231,3.0,0,2677,183,1,6,0,5.0
232,5.0,0,8327,183,2,6,0,5.0
233,4.0,0,12256,183,1,6,0,5.0
234,4.0,0,10471,183,5,4,0,4.0
235,5.0,0,5977,183,0,4,0,4.0
236,5.0,0,7233,183,4,6,0,5.0
237,2.0,0,17391,183,3,0,0,5.0
238,4.0,0,6423,183,0,4,0,4.0
239,3.0,0,11805,183,0,0,0,3.0
240,5.0,0,5502,183,2,4,0,4.0
241,3.0,0,7979,183,2,6,0,4.0
242,5.0,0,9145,183,5,4,0,5.0
243,5.0,0,9739,183,1,6,0,5.0
244,5.0,0,16134,183,1,6,0,5.0
245,3.0,0,11227,183,5,4,0,4.0
246,3.0,0,5364,183,2,3,0,4.0
247,3.0,0,14538,183,0,0,0,5.0
248,5.0,0,6,183,1,6,0,5.0
249,5.0,0,302,183,2,4,0,4.0
250,3.0,0,17186,183,2,6,0,4.0
251,4.0,0,5,183,2,0,0,5.0
252,3.0,0,16970,183,2,6,0,4.0
253,3.0,0,655,183,1,3,0,5.0
254,4.0,0,6523,183,1,1,0,5.0
255,4.0,0,6523,183,1,1,0,5.0
256,5.0,0,8327,183,2,6,0,5.0
257,3.0,0,1781,183,2,6,0,5.0
258,4.0,0,621,183,2,6,0,3.0
259,4.0,0,11690,183,5,0,0,5.0
260,3.0,0,14206,183,0,5,0,5.0
261,5.0,0,1988,183,0,4,0,5.0
262,5.0,0,15469,183,2,6,0,4.0
263,5.0,0,6,183,1,6,0,5.0
264,5.0,0,3074,183,0,2,0,5.0
265,4.0,0,3,183,1,6,0,5.0
266,4.0,0,887,183,2,3,0,5.0
267,5.0,0,18397,183,2,6,0,5.0
268,4.0,0,18036,183,1,4,0,5.0
269,3.0,0,5548,183,2,0,0,4.0
270,4.0,0,2678,183,2,6,0,4.0
271,4.0,0,3719,183,0,6,0,5.0
272,3.0,0,11805,183,0,5,0,3.0
273,3.0,0,15218,183,0,4,0,5.0
274,4.0,0,2189,183,2,6,0,5.0
275,2.0,0,6656,183,2,4,0,5.0
276,2.0,0,6656,183,2,4,0,5.0
277,2.0,0,6656,183,2,4,0,5.0
278,5.0,1,17391,183,2,4,0,5.0
279,2.0,0,17391,183,2,4,0,5.0
280,5.0,1,17391,183,1,5,0,5.0
281,2.0,0,6656,183,2,5,0,5.0
282,5.0,0,7114,183,2,6,0,4.0
283,3.0,1,7830,183,3,6,0,5.0
284,4.0,0,2364,183,1,6,0,3.0
285,5.0,0,17920,183,1,6,0,5.0
286,5.0,0,9,183,1,6,0,4.0
287,4.0,0,8578,183,0,6,0,4.0
288,2.0,0,17391,183,3,0,0,5.0
289,2.0,0,17391,183,3,0,0,5.0
290,2.0,0,17391,183,2,5,0,5.0
291,5.0,0,14,183,1,1,0,5.0
292,3.0,0,18213,183,1,6,0,5.0
293,4.0,0,14,183,2,0,0,5.0
294,5.0,0,12914,183,2,6,0,4.0
295,4.0,0,1691,183,0,1,0,4.0
296,5.0,0,1980,183,3,4,0,4.0
297,5.0,0,11385,183,2,6,0,5.0
298,4.0,0,1467,183,1,2,0,4.0
299,5.0,0,13860,183,0,4,0,5.0
300,4.0,0,7736,183,1,6,0,5.0
301,4.0,0,15129,183,1,1,0,5.0
302,5.0,0,8874,183,2,6,0,5.0
303,4.0,0,15516,183,0,0,0,4.0
304,2.0,1,13477,183,2,4,0,5.0
305,5.0,0,17329,183,1,6,0,5.0
306,3.0,1,286,183,0,6,0,5.0
307,5.0,1,14,183,2,0,0,4.0
308,4.0,0,8527,183,1,4,0,5.0
309,5.0,0,8608,183,1,4,0,4.0
310,4.0,0,15129,183,2,1,0,5.0
311,5.0,0,16421,183,0,6,0,5.0
312,2.0,0,16435,183,3,5,0,5.0
313,5.0,0,8874,183,2,6,0,5.0
314,4.0,1,7954,183,1,4,0,4.0
315,3.0,0,640,183,2,6,0,5.0
316,5.0,1,5,183,0,3,0,4.0
317,4.0,0,15516,183,2,0,0,4.0
318,5.0,0,2021,183,2,1,0,5.0
319,4.0,0,16131,183,1,6,0,5.0
320,4.0,0,17514,183,5,6,0,5.0
321,4.0,0,15,183,1,6,0,4.0
322,5.0,0,8608,183,1,4,0,4.0
323,2.0,0,17554,183,1,4,0,5.0
324,5.0,0,11324,183,1,4,0,4.0
325,4.0,1,3,183,3,0,0,5.0
326,5.0,0,4703,183,0,6,0,5.0
327,4.0,0,1357,183,0,4,0,5.0
328,3.0,0,5767,183,3,6,0,4.0
329,4.0,0,17821,183,2,6,0,5.0
330,2.0,0,16435,183,3,5,0,5.0
331,2.0,0,15,183,0,0,0,4.0
332,3.0,1,6,183,3,4,0,5.0
333,5.0,0,4913,183,4,6,0,5.0
334,3.0,1,9227,183,1,3,0,5.0
335,2.0,0,9923,183,2,2,0,4.0
336,3.0,0,3236,183,1,1,0,5.0
337,5.0,0,8608,183,1,4,0,4.0
338,5.0,0,18393,183,2,2,0,5.0
339,3.0,0,11339,183,1,2,0,5.0
340,2.0,0,5268,183,4,1,0,5.0
341,4.0,0,14,183,2,0,0,5.0
342,3.0,0,1189,183,2,6,0,4.0
343,4.0,0,5618,183,2,5,0,5.0
344,4.0,0,16860,183,1,4,0,5.0
345,4.0,0,285,183,2,5,0,5.0
346,5.0,0,8608,183,1,4,0,4.0
347,5.0,0,8608,183,1,4,0,4.0
348,5.0,0,8608,183,1,4,0,4.0
349,5.0,0,8608,183,2,4,0,4.0
350,4.0,0,7671,183,1,1,0,5.0
351,4.0,0,15739,183,2,1,0,5.0
352,4.0,0,14948,183,0,4,0,4.0
353,5.0,0,4955,183,1,6,0,4.0
354,3.0,0,3236,183,1,1,0,5.0
355,5.0,0,2581,183,2,0,0,5.0
356,5.0,0,3248,183,0,4,0,5.0
357,5.0,0,4629,183,2,6,0,5.0
358,3.0,0,3867,183,4,6,0,5.0
359,3.0,0,15152,183,1,4,0,5.0
360,5.0,0,13465,183,1,6,0,5.0
361,3.0,0,5719,183,3,4,0,5.0
362,4.0,0,17821,183,2,5,0,5.0
363,4.0,0,3250,183,2,4,0,5.0
364,5.0,0,8608,183,1,4,0,4.0
365,4.0,0,870,183,2,2,0,5.0
366,5.0,1,10252,183,2,1,0,5.0
367,5.0,0,2581,183,2,0,0,5.0
368,4.0,0,4746,183,1,6,0,5.0
369,5.0,0,10790,183,5,6,0,5.0
370,3.0,0,3320,183,2,3,0,5.0
371,2.0,0,1351,183,2,5,0,5.0
372,5.0,0,8877,183,2,2,0,5.0
373,3.0,0,12633,183,1,6,0,4.0
374,5.0,0,2519,183,5,6,0,5.0
375,3.0,0,1234,183,4,0,0,5.0
376,4.0,0,12006,183,5,4,0,5.0
377,5.0,0,8608,183,1,4,0,4.0
378,5.0,0,648,183,1,2,0,4.0
379,5.0,0,8877,183,2,2,0,5.0
380,4.0,0,2275,183,1,6,0,4.0
381,3.0,1,6,183,4,6,0,5.0
382,4.0,0,7500,183,2,6,0,5.0
383,5.0,0,9610,183,1,4,0,4.0
384,5.0,0,16421,183,0,3,0,5.0
385,5.0,1,14,183,2,4,0,5.0
386,3.0,0,15209,183,0,6,0,5.0
387,4.0,0,7736,183,1,6,0,4.0
388,4.0,0,17514,183,5,6,0,5.0
389,5.0,0,2581,183,2,0,0,5.0
390,3.0,1,787,183,2,6,0,5.0
391,3.0,0,7083,183,4,1,0,5.0
392,3.0,0,7083,183,4,1,0,5.0
393,4.0,0,12565,183,2,6,0,5.0
394,2.0,0,1351,183,2,5,0,5.0
395,4.0,0,14158,183,4,1,0,5.0
396,4.0,0,14158,183,4,1,0,5.0
397,4.0,0,8357,183,1,4,0,5.0
398,4.0,1,12270,183,2,3,0,5.0
399,4.0,1,12270,183,2,3,0,5.0
400,3.0,0,8784,183,2,0,0,5.0
401,3.0,0,9013,183,1,6,0,5.0
402,4.0,0,164,183,2,6,0,5.0
403,5.0,1,10252,183,2,1,0,5.0
404,2.0,0,4146,183,4,0,0,5.0
405,5.0,0,8874,183,0,0,0,5.0
406,5.0,0,1452,183,0,4,0,5.0
407,4.0,0,13205,183,5,6,0,4.0
408,3.0,0,17946,183,1,3,0,5.0
409,5.0,0,5066,183,1,6,0,5.0
410,5.0,0,643,183,1,4,0,5.0
411,5.0,0,14276,183,0,2,0,5.0
412,2.0,0,4021,183,1,4,0,5.0
413,5.0,0,8608,183,1,4,0,4.0
414,4.0,0,3388,183,1,6,0,5.0
415,3.0,0,15430,183,2,5,0,5.0
416,3.0,0,1009,183,1,6,0,5.0
417,4.0,0,11383,183,1,6,0,5.0
418,5.0,0,6922,183,0,4,0,4.0
419,4.0,0,6523,183,1,1,0,5.0
420,4.0,0,3620,183,1,6,0,5.0
421,5.0,0,667,183,1,6,0,5.0
422,3.0,1,18215,183,2,5,0,5.0
423,5.0,0,3283,183,0,4,0,5.0
424,5.0,1,10252,183,2,1,0,5.0
425,4.0,0,11438,183,4,6,0,5.0
426,4.0,0,491,183,1,6,0,5.0
427,4.0,0,11123,183,2,6,0,5.0
428,5.0,0,8877,183,2,2,0,5.0
429,3.0,1,11826,183,3,5,0,5.0
430,2.0,1,856,183,4,6,0,4.0
431,4.0,0,11338,183,0,5,0,5.0
432,2.0,0,16332,183,2,4,0,5.0
433,5.0,0,8874,183,0,0,0,4.0
434,5.0,0,13015,183,2,0,0,5.0
435,3.0,0,8784,183,2,0,0,5.0
436,2.0,0,16026,183,2,6,0,5.0
437,5.0,0,9660,183,2,2,0,5.0
438,4.0,0,14885,183,0,4,0,4.0
439,4.0,0,14885,183,5,0,0,4.0
440,4.0,0,2143,183,2,0,0,5.0
441,3.0,0,6560,183,0,6,0,5.0
442,4.0,0,1335,183,5,5,0,3.0
443,5.0,0,8136,183,1,1,0,3.0
444,4.0,0,6523,183,1,1,0,5.0
445,4.0,0,16751,183,0,4,0,4.0
446,5.0,0,15721,183,2,4,0,5.0
447,4.0,0,11123,183,2,6,0,5.0
448,4.0,0,3719,183,0,6,0,5.0
449,2.0,0,17391,183,3,0,0,5.0
450,4.0,0,1178,183,5,4,0,4.0
451,4.0,0,11338,183,0,5,0,5.0
452,5.0,1,8542,183,2,6,0,5.0
453,4.0,1,12270,183,2,6,0,5.0
454,4.0,1,12270,183,2,6,0,5.0
455,5.0,0,2581,183,2,0,0,4.0
456,3.0,0,9788,183,2,6,0,5.0
457,4.0,0,17648,183,1,5,0,5.0
458,5.0,0,8874,183,2,6,0,5.0
459,4.0,0,10667,183,5,4,0,4.0
460,4.0,0,16131,183,1,6,0,5.0
461,4.0,0,10471,183,5,6,0,5.0
462,4.0,0,9303,183,3,0,0,5.0
463,2.0,1,856,183,4,6,0,4.0
464,4.0,0,11438,183,1,6,0,5.0
465,3.0,0,14,183,0,6,0,5.0
466,4.0,1,1432,183,1,6,0,5.0
467,4.0,0,10471,183,5,4,0,5.0
468,5.0,0,8877,183,2,2,0,5.0
469,4.0,0,10667,183,5,6,0,3.0
470,4.0,1,1432,183,2,6,0,5.0
471,4.0,0,11866,175,5,4,0,5.0
472,3.0,0,15182,175,0,0,0,5.0
473,2.0,0,7432,175,0,0,0,5.0
474,3.0,0,7106,175,1,6,0,5.0
475,3.0,0,13527,175,5,4,0,5.0
476,2.0,0,15563,175,2,6,0,5.0
477,4.0,0,3,175,1,6,0,5.0
478,2.0,0,2805,175,1,1,0,5.0
479,4.0,0,12381,175,2,3,0,5.0
480,5.0,0,16174,175,2,1,0,5.0
481,3.0,0,18021,175,1,0,0,5.0
482,3.0,1,10351,175,4,6,0,5.0
483,3.0,0,3599,175,4,6,0,5.0
484,4.0,0,11337,175,4,0,0,5.0
485,3.0,0,15758,175,0,0,0,5.0
486,4.0,0,15,175,5,4,0,5.0
487,4.0,0,11866,175,5,4,0,5.0
488,5.0,1,12348,175,2,1,0,5.0
489,3.0,0,16765,175,1,6,0,5.0
490,4.0,0,1003,175,2,4,0,5.0
491,3.0,0,17392,175,3,2,0,5.0
492,3.0,0,14425,175,1,3,0,5.0
493,4.0,0,10086,175,0,4,0,4.0
494,3.0,1,12713,175,3,0,0,5.0
495,2.0,0,8709,175,0,5,0,5.0
496,4.0,0,11337,175,4,0,0,5.0
497,4.0,0,6429,175,5,6,0,5.0
498,4.0,0,13911,175,2,3,0,1.0
499,5.0,0,10693,175,1,4,0,4.0
500,4.0,1,9340,175,3,6,0,5.0
501,3.0,0,16765,175,1,6,0,5.0
502,4.0,0,17997,175,3,2,0,5.0
503,4.0,0,3982,175,2,0,0,5.0
504,3.0,0,1140,175,2,0,0,4.0
505,5.0,0,5961,175,1,6,0,5.0
506,5.0,0,15721,175,2,4,0,5.0
507,5.0,0,15721,175,2,4,0,5.0
508,5.0,0,1452,175,2,4,0,5.0
509,3.0,0,12492,175,2,6,0,5.0
510,4.0,0,10289,175,1,2,0,5.0
511,3.0,0,16765,175,1,6,0,5.0
512,3.0,0,12857,175,2,6,0,5.0
513,5.0,0,4013,175,2,6,0,5.0
514,5.0,0,9331,175,5,6,0,5.0
515,3.0,0,13406,175,2,4,0,5.0
516,5.0,0,9150,175,4,0,0,5.0
517,2.0,0,13551,175,1,2,0,5.0
518,5.0,0,17622,175,4,6,0,5.0
519,3.0,0,5868,175,0,3,0,5.0
520,3.0,0,11558,175,2,0,0,5.0
521,5.0,0,2528,175,2,3,0,4.0
522,5.0,0,4793,175,1,4,0,5.0
523,4.0,0,1500,175,0,0,0,5.0
524,4.0,0,6,175,2,1,0,5.0
525,4.0,0,6441,175,1,4,0,5.0
526,5.0,0,2970,175,2,4,0,4.0
527,4.0,0,15,175,0,4,0,4.0
528,4.0,0,3014,175,2,2,0,5.0
529,3.0,0,15633,175,2,4,0,4.0
530,2.0,0,15865,175,0,3,0,3.0
531,4.0,0,14030,175,1,6,0,5.0
532,4.0,1,12156,175,2,4,0,5.0
533,4.0,0,5148,175,2,5,0,5.0
534,3.0,0,11914,175,2,3,0,5.0
535,4.0,0,2721,175,2,0,0,5.0
536,4.0,0,15700,175,1,4,0,4.0
537,5.0,0,9150,175,4,0,0,5.0
538,4.0,0,3,175,1,6,0,5.0
539,5.0,0,15425,175,2,6,0,5.0
540,5.0,0,15162,175,4,4,0,4.0
541,3.0,0,11661,175,1,6,0,5.0
542,3.0,0,11642,175,4,6,0,5.0
543,3.0,1,17352,175,1,6,0,5.0
544,3.0,1,17352,175,1,6,0,5.0
545,3.0,1,17352,175,1,6,0,5.0
546,4.0,0,15514,175,2,3,0,5.0
547,3.0,1,14,175,1,2,0,5.0
548,3.0,0,8901,175,1,6,0,5.0
549,4.0,0,223,175,1,4,0,5.0
550,4.0,0,12928,175,0,6,0,2.0
551,4.0,0,14,175,1,2,0,5.0
552,3.0,0,15595,175,4,5,0,5.0
553,5.0,0,15,175,2,6,0,4.0
554,3.0,0,2094,175,4,6,0,5.0
555,4.0,0,4141,175,1,3,0,5.0
556,4.0,1,6825,175,2,4,0,5.0
557,3.0,0,8784,175,2,0,0,5.0
558,4.0,0,14553,175,1,4,0,4.0
559,5.0,0,9,175,1,6,0,4.0
560,3.0,0,15792,175,4,0,0,4.0
561,4.0,0,8598,175,2,6,0,4.0
562,2.0,0,5867,175,2,4,0,5.0
563,5.0,0,7580,175,0,0,0,5.0
564,5.0,0,2825,175,2,6,0,4.0
565,4.0,0,9465,175,2,6,0,5.0
566,4.0,0,2097,175,0,4,0,5.0
567,2.0,0,15563,175,2,1,0,5.0
568,3.0,0,11542,175,1,6,0,5.0
570,5.0,0,18029,175,2,4,0,3.0
571,3.0,0,16765,175,1,6,0,5.0
572,4.0,0,12381,175,2,3,0,5.0
573,4.0,0,1955,175,1,6,0,5.0
574,4.0,0,9242,175,1,4,0,4.0
575,4.0,0,13506,175,0,4,0,4.0
576,5.0,0,16861,175,4,2,0,5.0
577,4.0,0,7637,175,0,5,0,5.0
578,4.0,0,9220,175,2,4,0,5.0
579,5.0,0,3,175,2,3,0,5.0
580,4.0,0,9113,175,2,6,0,5.0
581,5.0,0,4460,175,1,3,0,5.0
582,4.0,0,8700,175,2,2,0,5.0
583,5.0,0,3889,175,2,0,0,4.0
584,4.0,0,15,175,4,6,0,5.0
585,5.0,0,10951,175,5,1,0,5.0
586,4.0,0,223,175,2,4,0,5.0
587,3.0,0,5288,175,2,6,0,5.0
588,4.0,0,128,175,4,6,0,5.0
589,4.0,0,9220,175,2,4,0,5.0
590,5.0,0,2528,175,2,5,0,5.0
591,4.0,0,2983,175,5,4,0,5.0
592,4.0,1,14265,175,1,3,0,4.0
593,4.0,0,7839,175,2,6,0,5.0
594,2.0,0,8709,175,0,5,0,4.0
595,3.0,0,2345,175,2,3,0,5.0
596,4.0,0,15514,175,2,5,0,5.0
597,3.0,0,4226,175,4,0,0,5.0
598,4.0,0,10989,175,1,6,0,5.0
599,4.0,0,8413,175,1,6,0,5.0
600,3.0,1,14,175,1,2,0,5.0
601,5.0,0,13744,175,0,1,0,5.0
602,5.0,0,13302,175,1,6,0,5.0
603,3.0,0,2522,175,2,5,0,5.0
604,3.0,0,3772,175,1,4,0,5.0
605,5.0,0,10766,175,1,4,0,5.0
606,3.0,0,15734,175,5,4,0,5.0
607,4.0,0,12867,175,1,6,0,1.0
